# MvsR for pwp /home/gieg/projects/BAM_old/src/projects/eos/tab/pwpfits/eos_mpa1.pwp
# rho_c, R_iso, M, Mb, R, Lambda, e_c, R_inv
 5.845621e-04 7.099570e+00 3.406434e-01 3.480963e-01 7.444300e+00 4.389105e+05 5.986824e-04 7.674681e+00
 5.857351e-04 7.098126e+00 3.424438e-01 3.499855e-01 7.444700e+00 4.289010e+05 5.999203e-04 7.676011e+00
 5.869104e-04 7.096672e+00 3.442529e-01 3.518843e-01 7.445100e+00 4.191494e+05 6.011610e-04 7.677344e+00
 5.880881e-04 7.095209e+00 3.460706e-01 3.537927e-01 7.445500e+00 4.095893e+05 6.024044e-04 7.678680e+00
 5.892681e-04 7.093738e+00 3.478970e-01 3.557107e-01 7.445900e+00 4.002610e+05 6.036506e-04 7.680019e+00
 5.904505e-04 7.092356e+00 3.497322e-01 3.576384e-01 7.446400e+00 3.911589e+05 6.048995e-04 7.681466e+00
 5.916353e-04 7.090966e+00 3.515761e-01 3.595758e-01 7.446900e+00 3.822491e+05 6.061512e-04 7.682916e+00
 5.928225e-04 7.089667e+00 3.534288e-01 3.615230e-01 7.447500e+00 3.735691e+05 6.074057e-04 7.684474e+00
 5.940120e-04 7.088358e+00 3.552902e-01 3.634800e-01 7.448100e+00 3.650721e+05 6.086630e-04 7.686036e+00
 5.952040e-04 7.087040e+00 3.571605e-01 3.654467e-01 7.448700e+00 3.567810e+05 6.099230e-04 7.687600e+00
 5.963983e-04 7.085812e+00 3.590397e-01 3.674233e-01 7.449400e+00 3.486775e+05 6.111859e-04 7.689273e+00
 5.975950e-04 7.084475e+00 3.609277e-01 3.694098e-01 7.450000e+00 3.407575e+05 6.124515e-04 7.690844e+00
 5.987941e-04 7.083329e+00 3.628246e-01 3.714062e-01 7.450800e+00 3.330167e+05 6.137200e-04 7.692628e+00
 5.999957e-04 7.082074e+00 3.647305e-01 3.734126e-01 7.451500e+00 3.254634e+05 6.149913e-04 7.694311e+00
 6.011996e-04 7.080909e+00 3.666452e-01 3.754289e-01 7.452300e+00 3.180687e+05 6.162654e-04 7.696102e+00
 6.024060e-04 7.079734e+00 3.685690e-01 3.774552e-01 7.453100e+00 3.108650e+05 6.175423e-04 7.697896e+00
 6.036147e-04 7.078650e+00 3.705017e-01 3.794916e-01 7.454000e+00 3.038123e+05 6.188221e-04 7.699799e+00
 6.048259e-04 7.077557e+00 3.724435e-01 3.815380e-01 7.454900e+00 2.969302e+05 6.201048e-04 7.701705e+00
 6.060396e-04 7.076454e+00 3.743942e-01 3.835945e-01 7.455800e+00 2.901923e+05 6.213903e-04 7.703614e+00
 6.072556e-04 7.075441e+00 3.763541e-01 3.856612e-01 7.456800e+00 2.836175e+05 6.226786e-04 7.705633e+00
 6.084742e-04 7.074319e+00 3.783230e-01 3.877381e-01 7.457700e+00 2.772017e+05 6.239698e-04 7.707549e+00
 6.096951e-04 7.073287e+00 3.803010e-01 3.898251e-01 7.458700e+00 2.709305e+05 6.252640e-04 7.709574e+00
 6.109185e-04 7.072346e+00 3.822882e-01 3.919224e-01 7.459800e+00 2.648006e+05 6.265610e-04 7.711708e+00
