# MvsR for pwp /home/gieg/projects/BAM_old/src/projects/eos/tab/pwpfits/eos_h4.pwp
# rho_c, R_iso, M, Mb, R, Lambda, e_c, R_inv
 4.897988e-04 8.290866e+00 5.342281e-01 5.508639e-01 8.833700e+00 1.291273e+05 5.041876e-04 9.172102e+00
 4.909633e-04 8.289798e+00 5.366181e-01 5.534135e-01 8.835100e+00 1.264628e+05 5.054325e-04 9.174833e+00
 4.921305e-04 8.288620e+00 5.390167e-01 5.559729e-01 8.836400e+00 1.238568e+05 5.066806e-04 9.177462e+00
 4.933005e-04 8.287533e+00 5.414238e-01 5.585423e-01 8.837800e+00 1.212995e+05 5.079320e-04 9.180202e+00
 4.944733e-04 8.286437e+00 5.438395e-01 5.611216e-01 8.839200e+00 1.187983e+05 5.091868e-04 9.182947e+00
 4.956489e-04 8.285332e+00 5.462638e-01 5.637108e-01 8.840600e+00 1.163519e+05 5.104448e-04 9.185697e+00
 4.968273e-04 8.284218e+00 5.486967e-01 5.663100e-01 8.842000e+00 1.139551e+05 5.117062e-04 9.188451e+00
 4.980084e-04 8.283094e+00 5.511381e-01 5.689191e-01 8.843400e+00 1.116108e+05 5.129709e-04 9.191211e+00
 4.991924e-04 8.281961e+00 5.535882e-01 5.715383e-01 8.844800e+00 1.093178e+05 5.142389e-04 9.193975e+00
 5.003792e-04 8.280919e+00 5.560469e-01 5.741674e-01 8.846300e+00 1.070675e+05 5.155103e-04 9.196851e+00
 5.015688e-04 8.279767e+00 5.585142e-01 5.768066e-01 8.847700e+00 1.048664e+05 5.167851e-04 9.199624e+00
 5.027613e-04 8.278706e+00 5.609902e-01 5.794559e-01 8.849200e+00 1.027062e+05 5.180632e-04 9.202510e+00
